Step,AgentID,X,Y,velocity,current_lane
21,8,0.0,100.0,[0.5 0. ],0
21,9,0.0,100.0,[0.5 0. ],0
22,0,10.9,100.0,[0.5 0. ],0
22,1,0.0,100.0,[0.5 0. ],0
22,2,0.0,100.0,[0.5 0. ],0
22,3,0.0,100.0,[0.5 0. ],0
22,4,0.0,100.0,[0.5 0. ],0
22,5,0.0,100.0,[0.5 0. ],0
22,6,0.0,100.0,[0.5 0. ],0
22,7,0.0,100.0,[0.5 0. ],0
22,8,0.0,100.0,[0.5 0. ],0
22,9,0.0,100.0,[0.5 0. ],0
23,0,11.4,100.0,[0.5 0. ],0
23,1,0.0,100.0,[0.5 0. ],0
23,2,0.0,100.0,[0.5 0. ],0
23,3,0.0,100.0,[0.5 0. ],0
23,4,0.0,100.0,[0.5 0. ],0
23,5,0.0,100.0,[0.5 0. ],0
23,6,0.0,100.0,[0.5 0. ],0
23,7,0.0,100.0,[0.5 0. ],0
23,8,0.0,100.0,[0.5 0. ],0
23,9,0.0,100.0,[0.5 0. ],0
24,0,11.9,100.0,[0.5 0. ],0
24,1,0.0,100.0,[0.5 0. ],0
24,2,0.0,100.0,[0.5 0. ],0
24,3,0.0,100.0,[0.5 0. ],0
24,4,0.0,100.0,[0.5 0. ],0
24,5,0.0,100.0,[0.5 0. ],0
24,6,0.0,100.0,[0.5 0. ],0
24,7,0.0,100.0,[0.5 0. ],0
24,8,0.0,100.0,[0.5 0. ],0
24,9,0.0,100.0,[0.5 0. ],0
25,0,12.4,100.0,[0.5 0. ],0
25,1,0.0,100.0,[0.5 0. ],0
25,2,0.0,100.0,[0.5 0. ],0
25,3,0.0,100.0,[0.5 0. ],0
25,4,0.0,100.0,[0.5 0. ],0
25,5,0.0,100.0,[0.5 0. ],0
25,6,0.0,100.0,[0.5 0. ],0
25,7,0.0,100.0,[0.5 0. ],0
25,8,0.0,100.0,[0.5 0. ],0
25,9,0.0,100.0,[0.5 0. ],0
26,0,12.9,100.0,[0.5 0. ],0
26,1,0.0,100.0,[0.5 0. ],0
26,2,0.0,100.0,[0.5 0. ],0
26,3,0.0,100.0,[0.5 0. ],0
26,4,0.0,100.0,[0.5 0. ],0
26,5,0.0,100.0,[0.5 0. ],0
26,6,0.0,100.0,[0.5 0. ],0
26,7,0.0,100.0,[0.5 0. ],0
26,8,0.0,100.0,[0.5 0. ],0
26,9,0.0,100.0,[0.5 0. ],0
27,0,13.4,100.0,[0.5 0. ],0
27,1,0.0,100.0,[0.5 0. ],0
27,2,0.0,100.0,[0.5 0. ],0
27,3,0.0,100.0,[0.5 0. ],0
27,4,0.0,100.0,[0.5 0. ],0
27,5,0.0,100.0,[0.5 0. ],0
27,6,0.0,100.0,[0.5 0. ],0
27,7,0.0,100.0,[0.5 0. ],0
27,8,0.0,100.0,[0.5 0. ],0
27,9,0.0,100.0,[0.5 0. ],0
28,0,13.9,100.0,[0.5 0. ],0
28,1,0.0,100.0,[0.5 0. ],0
28,2,0.0,100.0,[0.5 0. ],0
28,3,0.0,100.0,[0.5 0. ],0
28,4,0.0,100.0,[0.5 0. ],0
28,5,0.0,100.0,[0.5 0. ],0
28,6,0.0,100.0,[0.5 0. ],0
28,7,0.0,100.0,[0.5 0. ],0
28,8,0.0,100.0,[0.5 0. ],0
28,9,0.0,100.0,[0.5 0. ],0
29,0,14.4,100.0,[0.5 0. ],0
29,1,0.0,100.0,[0.5 0. ],0
29,2,0.0,100.0,[0.5 0. ],0
29,3,0.0,100.0,[0.5 0. ],0
29,4,0.0,100.0,[0.5 0. ],0
29,5,0.0,100.0,[0.5 0. ],0
29,6,0.0,100.0,[0.5 0. ],0
29,7,0.0,100.0,[0.5 0. ],0
29,8,0.0,100.0,[0.5 0. ],0
29,9,0.0,100.0,[0.5 0. ],0
30,0,14.9,100.0,[0.5 0. ],0
30,1,0.0,100.0,[0.5 0. ],0
30,2,0.0,100.0,[0.5 0. ],0
30,3,0.0,100.0,[0.5 0. ],0
30,4,0.0,100.0,[0.5 0. ],0
30,5,0.0,100.0,[0.5 0. ],0
30,6,0.0,100.0,[0.5 0. ],0
30,7,0.0,100.0,[0.5 0. ],0
30,8,0.0,100.0,[0.5 0. ],0
30,9,0.0,100.0,[0.5 0. ],0
31,0,15.4,100.0,[0.5 0. ],0
31,1,0.0,100.0,[0.5 0. ],0
31,2,0.0,100.0,[0.5 0. ],0
31,3,0.0,100.0,[0.5 0. ],0
31,4,0.0,100.0,[0.5 0. ],0
31,5,0.0,100.0,[0.5 0. ],0
31,6,0.0,100.0,[0.5 0. ],0
31,7,0.0,100.0,[0.5 0. ],0
31,8,0.0,100.0,[0.5 0. ],0
31,9,0.0,100.0,[0.5 0. ],0
32,0,15.9,100.0,[0.5 0. ],0
32,1,0.0,100.0,[0.5 0. ],0
32,2,0.0,100.0,[0.5 0. ],0
32,3,0.0,100.0,[0.5 0. ],0
32,4,0.0,100.0,[0.5 0. ],0
32,5,0.0,100.0,[0.5 0. ],0
32,6,0.0,100.0,[0.5 0. ],0
32,7,0.0,100.0,[0.5 0. ],0
32,8,0.0,100.0,[0.5 0. ],0
32,9,0.0,100.0,[0.5 0. ],0
33,0,16.4,100.0,[0.5 0. ],0
33,1,0.0,100.0,[0.5 0. ],0
33,2,0.0,100.0,[0.5 0. ],0
33,3,0.0,100.0,[0.5 0. ],0
33,4,0.0,100.0,[0.5 0. ],0
33,5,0.0,100.0,[0.5 0. ],0
33,6,0.0,100.0,[0.5 0. ],0
33,7,0.0,100.0,[0.5 0. ],0
33,8,0.0,100.0,[0.5 0. ],0
33,9,0.0,100.0,[0.5 0. ],0
34,0,16.9,100.0,[0.5 0. ],0
34,1,0.0,100.0,[0.5 0. ],0
34,2,0.0,100.0,[0.5 0. ],0
34,3,0.0,100.0,[0.5 0. ],0
34,4,0.0,100.0,[0.5 0. ],0
34,5,0.0,100.0,[0.5 0. ],0
34,6,0.0,100.0,[0.5 0. ],0
34,7,0.0,100.0,[0.5 0. ],0
34,8,0.0,100.0,[0.5 0. ],0
34,9,0.0,100.0,[0.5 0. ],0
35,0,17.4,100.0,[0.5 0. ],0
35,1,0.0,100.0,[0.5 0. ],0
35,2,0.0,100.0,[0.5 0. ],0
35,3,0.0,100.0,[0.5 0. ],0
35,4,0.0,100.0,[0.5 0. ],0
35,5,0.0,100.0,[0.5 0. ],0
35,6,0.0,100.0,[0.5 0. ],0
35,7,0.0,100.0,[0.5 0. ],0
35,8,0.0,100.0,[0.5 0. ],0
35,9,0.0,100.0,[0.5 0. ],0
36,0,17.9,100.0,[0.5 0. ],0
36,1,0.0,100.0,[0.5 0. ],0
36,2,0.0,100.0,[0.5 0. ],0
36,3,0.0,100.0,[0.5 0. ],0
36,4,0.0,100.0,[0.5 0. ],0
36,5,0.0,100.0,[0.5 0. ],0
36,6,0.0,100.0,[0.5 0. ],0
36,7,0.0,100.0,[0.5 0. ],0
36,8,0.0,100.0,[0.5 0. ],0
36,9,0.0,100.0,[0.5 0. ],0
37,0,18.4,100.0,[0.5 0. ],0
37,1,0.0,100.0,[0.5 0. ],0
37,2,0.0,100.0,[0.5 0. ],0
37,3,0.0,100.0,[0.5 0. ],0
37,4,0.0,100.0,[0.5 0. ],0
37,5,0.0,100.0,[0.5 0. ],0
37,6,0.0,100.0,[0.5 0. ],0
37,7,0.0,100.0,[0.5 0. ],0
37,8,0.0,100.0,[0.5 0. ],0
37,9,0.0,100.0,[0.5 0. ],0
38,0,18.9,100.0,[0.5 0. ],0
38,1,0.0,100.0,[0.5 0. ],0
38,2,0.0,100.0,[0.5 0. ],0
38,3,0.0,100.0,[0.5 0. ],0
38,4,0.0,100.0,[0.5 0. ],0
38,5,0.0,100.0,[0.5 0. ],0
38,6,0.0,100.0,[0.5 0. ],0
38,7,0.0,100.0,[0.5 0. ],0
38,8,0.0,100.0,[0.5 0. ],0
38,9,0.0,100.0,[0.5 0. ],0
39,0,19.4,100.0,[0.5 0. ],0
39,1,0.0,100.0,[0.5 0. ],0
39,2,0.0,100.0,[0.5 0. ],0
39,3,0.0,100.0,[0.5 0. ],0
39,4,0.0,100.0,[0.5 0. ],0
39,5,0.0,100.0,[0.5 0. ],0
39,6,0.0,100.0,[0.5 0. ],0
39,7,0.0,100.0,[0.5 0. ],0
39,8,0.0,100.0,[0.5 0. ],0
39,9,0.0,100.0,[0.5 0. ],0
40,0,19.9,100.0,[0.5 0. ],0
40,1,0.0,100.0,[0.5 0. ],0
40,2,0.0,100.0,[0.5 0. ],0
40,3,0.0,100.0,[0.5 0. ],0
40,4,0.0,100.0,[0.5 0. ],0
40,5,0.0,100.0,[0.5 0. ],0
40,6,0.0,100.0,[0.5 0. ],0
40,7,0.0,100.0,[0.5 0. ],0
40,8,0.0,100.0,[0.5 0. ],0
40,9,0.0,100.0,[0.5 0. ],0
41,0,20.4,100.0,[0.5 0. ],0
41,1,0.0,100.0,[0.5 0. ],0
41,2,0.0,100.0,[0.5 0. ],0
41,3,0.0,100.0,[0.5 0. ],0
41,4,0.0,100.0,[0.5 0. ],0
41,5,0.0,100.0,[0.5 0. ],0
41,6,0.0,100.0,[0.5 0. ],0
41,7,0.0,100.0,[0.5 0. ],0
41,8,0.0,100.0,[0.5 0. ],0
41,9,0.0,100.0,[0.5 0. ],0
42,0,20.9,100.0,[0.5 0. ],0
42,1,0.0,100.0,[0.5 0. ],0
42,2,0.0,100.0,[0.5 0. ],0
42,3,0.0,100.0,[0.5 0. ],0
42,4,0.0,100.0,[0.5 0. ],0
42,5,0.0,100.0,[0.5 0. ],0
42,6,0.0,100.0,[0.5 0. ],0
42,7,0.0,100.0,[0.5 0. ],0
42,8,0.0,100.0,[0.5 0. ],0
42,9,0.0,100.0,[0.5 0. ],0
43,0,21.4,100.0,[0.5 0. ],0
43,1,0.0,100.0,[0.5 0. ],0
43,2,0.0,100.0,[0.5 0. ],0
43,3,0.0,100.0,[0.5 0. ],0
43,4,0.0,100.0,[0.5 0. ],0
43,5,0.0,100.0,[0.5 0. ],0
43,6,0.0,100.0,[0.5 0. ],0
43,7,0.0,100.0,[0.5 0. ],0
43,8,0.0,100.0,[0.5 0. ],0
43,9,0.0,100.0,[0.5 0. ],0
44,0,21.9,100.0,[0.5 0. ],0
44,1,0.0,100.0,[0.5 0. ],0
44,2,0.0,100.0,[0.5 0. ],0
44,3,0.0,100.0,[0.5 0. ],0
44,4,0.0,100.0,[0.5 0. ],0
44,5,0.0,100.0,[0.5 0. ],0
44,6,0.0,100.0,[0.5 0. ],0
44,7,0.0,100.0,[0.5 0. ],0
44,8,0.0,100.0,[0.5 0. ],0
44,9,0.0,100.0,[0.5 0. ],0
45,0,22.4,100.0,[0.5 0. ],0
45,1,0.0,100.0,[0.5 0. ],0
45,2,0.0,100.0,[0.5 0. ],0
45,3,0.0,100.0,[0.5 0. ],0
45,4,0.0,100.0,[0.5 0. ],0
45,5,0.0,100.0,[0.5 0. ],0
45,6,0.0,100.0,[0.5 0. ],0
45,7,0.0,100.0,[0.5 0. ],0
45,8,0.0,100.0,[0.5 0. ],0
45,9,0.0,100.0,[0.5 0. ],0
46,0,22.9,100.0,[0.5 0. ],0
46,1,0.0,100.0,[0.5 0. ],0
46,2,0.0,100.0,[0.5 0. ],0
46,3,0.0,100.0,[0.5 0. ],0
46,4,0.0,100.0,[0.5 0. ],0
46,5,0.0,100.0,[0.5 0. ],0
46,6,0.0,100.0,[0.5 0. ],0
46,7,0.0,100.0,[0.5 0. ],0
46,8,0.0,100.0,[0.5 0. ],0
46,9,0.0,100.0,[0.5 0. ],0
47,0,23.4,100.0,[0.5 0. ],0
47,1,0.0,100.0,[0.5 0. ],0
47,2,0.0,100.0,[0.5 0. ],0
47,3,0.0,100.0,[0.5 0. ],0
47,4,0.0,100.0,[0.5 0. ],0
47,5,0.0,100.0,[0.5 0. ],0
47,6,0.0,100.0,[0.5 0. ],0
47,7,0.0,100.0,[0.5 0. ],0
47,8,0.0,100.0,[0.5 0. ],0
47,9,0.0,100.0,[0.5 0. ],0
48,0,23.9,100.0,[0.5 0. ],0
48,1,0.0,100.0,[0.5 0. ],0
48,2,0.0,100.0,[0.5 0. ],0
48,3,0.0,100.0,[0.5 0. ],0
48,4,0.0,100.0,[0.5 0. ],0
48,5,0.0,100.0,[0.5 0. ],0
48,6,0.0,100.0,[0.5 0. ],0
48,7,0.0,100.0,[0.5 0. ],0
48,8,0.0,100.0,[0.5 0. ],0
48,9,0.0,100.0,[0.5 0. ],0
49,0,24.4,100.0,[0.5 0. ],0
49,1,0.0,100.0,[0.5 0. ],0
49,2,0.0,100.0,[0.5 0. ],0
49,3,0.0,100.0,[0.5 0. ],0
49,4,0.0,100.0,[0.5 0. ],0
49,5,0.0,100.0,[0.5 0. ],0
49,6,0.0,100.0,[0.5 0. ],0
49,7,0.0,100.0,[0.5 0. ],0
49,8,0.0,100.0,[0.5 0. ],0
49,9,0.0,100.0,[0.5 0. ],0
50,0,24.9,100.0,[0.5 0. ],0
50,1,0.0,100.0,[0.5 0. ],0
50,2,0.0,100.0,[0.5 0. ],0
50,3,0.0,100.0,[0.5 0. ],0
50,4,0.0,100.0,[0.5 0. ],0
50,5,0.0,100.0,[0.5 0. ],0
50,6,0.0,100.0,[0.5 0. ],0
50,7,0.0,100.0,[0.5 0. ],0
50,8,0.0,100.0,[0.5 0. ],0
50,9,0.0,100.0,[0.5 0. ],0
51,0,25.4,100.0,[0.5 0. ],0
51,1,0.0,100.0,[0.5 0. ],0
51,2,0.0,100.0,[0.5 0. ],0
51,3,0.0,100.0,[0.5 0. ],0
51,4,0.0,100.0,[0.5 0. ],0
51,5,0.0,100.0,[0.5 0. ],0
51,6,0.0,100.0,[0.5 0. ],0
51,7,0.0,100.0,[0.5 0. ],0
51,8,0.0,100.0,[0.5 0. ],0
51,9,0.0,100.0,[0.5 0. ],0
52,0,25.9,100.0,[0.5 0. ],0
52,1,0.0,100.0,[0.5 0. ],0
52,2,0.0,100.0,[0.5 0. ],0
52,3,0.0,100.0,[0.5 0. ],0
52,4,0.0,100.0,[0.5 0. ],0
52,5,0.0,100.0,[0.5 0. ],0
52,6,0.0,100.0,[0.5 0. ],0
52,7,0.0,100.0,[0.5 0. ],0
52,8,0.0,100.0,[0.5 0. ],0
52,9,0.0,100.0,[0.5 0. ],0
53,0,26.4,100.0,[0.5 0. ],0
53,1,0.0,100.0,[0.5 0. ],0
53,2,0.0,100.0,[0.5 0. ],0
53,3,0.0,100.0,[0.5 0. ],0
53,4,0.0,100.0,[0.5 0. ],0
53,5,0.0,100.0,[0.5 0. ],0
53,6,0.0,100.0,[0.5 0. ],0
53,7,0.0,100.0,[0.5 0. ],0
53,8,0.0,100.0,[0.5 0. ],0
53,9,0.0,100.0,[0.5 0. ],0
54,0,26.9,100.0,[0.5 0. ],0
54,1,0.0,100.0,[0.5 0. ],0
54,2,0.0,100.0,[0.5 0. ],0
54,3,0.0,100.0,[0.5 0. ],0
54,4,0.0,100.0,[0.5 0. ],0
54,5,0.0,100.0,[0.5 0. ],0
54,6,0.0,100.0,[0.5 0. ],0
54,7,0.0,100.0,[0.5 0. ],0
54,8,0.0,100.0,[0.5 0. ],0
54,9,0.0,100.0,[0.5 0. ],0
55,0,27.4,100.0,[0.5 0. ],0
55,1,0.0,100.0,[0.5 0. ],0
55,2,0.0,100.0,[0.5 0. ],0
55,3,0.0,100.0,[0.5 0. ],0
55,4,0.0,100.0,[0.5 0. ],0
55,5,0.0,100.0,[0.5 0. ],0
55,6,0.0,100.0,[0.5 0. ],0
55,7,0.0,100.0,[0.5 0. ],0
55,8,0.0,100.0,[0.5 0. ],0
55,9,0.0,100.0,[0.5 0. ],0
56,0,27.9,100.0,[0.5 0. ],0
56,1,0.0,100.0,[0.5 0. ],0
56,2,0.0,100.0,[0.5 0. ],0
56,3,0.0,100.0,[0.5 0. ],0
56,4,0.0,100.0,[0.5 0. ],0
56,5,0.0,100.0,[0.5 0. ],0
56,6,0.0,100.0,[0.5 0. ],0
56,7,0.0,100.0,[0.5 0. ],0
56,8,0.0,100.0,[0.5 0. ],0
56,9,0.0,100.0,[0.5 0. ],0
57,0,28.4,100.0,[0.5 0. ],0
57,1,0.0,100.0,[0.5 0. ],0
57,2,0.0,100.0,[0.5 0. ],0
57,3,0.0,100.0,[0.5 0. ],0
57,4,0.0,100.0,[0.5 0. ],0
57,5,0.0,100.0,[0.5 0. ],0
57,6,0.0,100.0,[0.5 0. ],0
57,7,0.0,100.0,[0.5 0. ],0
57,8,0.0,100.0,[0.5 0. ],0
57,9,0.0,100.0,[0.5 0. ],0
58,0,28.9,100.0,[0.5 0. ],0
58,1,0.0,100.0,[0.5 0. ],0
58,2,0.0,100.0,[0.5 0. ],0
58,3,0.0,100.0,[0.5 0. ],0
58,4,0.0,100.0,[0.5 0. ],0
58,5,0.0,100.0,[0.5 0. ],0
58,6,0.0,100.0,[0.5 0. ],0
58,7,0.0,100.0,[0.5 0. ],0
58,8,0.0,100.0,[0.5 0. ],0
58,9,0.0,100.0,[0.5 0. ],0
59,0,29.4,100.0,[0.5 0. ],0
59,1,0.0,100.0,[0.5 0. ],0
59,2,0.0,100.0,[0.5 0. ],0
59,3,0.0,100.0,[0.5 0. ],0
59,4,0.0,100.0,[0.5 0. ],0
59,5,0.0,100.0,[0.5 0. ],0
59,6,0.0,100.0,[0.5 0. ],0
59,7,0.0,100.0,[0.5 0. ],0
59,8,0.0,100.0,[0.5 0. ],0
59,9,0.0,100.0,[0.5 0. ],0
60,0,29.9,100.0,[0.5 0. ],0
60,1,0.0,100.0,[0.5 0. ],0
60,2,0.0,100.0,[0.5 0. ],0
60,3,0.0,100.0,[0.5 0. ],0
60,4,0.0,100.0,[0.5 0. ],0
60,5,0.0,100.0,[0.5 0. ],0
60,6,0.0,100.0,[0.5 0. ],0
60,7,0.0,100.0,[0.5 0. ],0
60,8,0.0,100.0,[0.5 0. ],0
60,9,0.0,100.0,[0.5 0. ],0
61,0,30.4,100.0,[0.5 0. ],0
61,1,0.0,100.0,[0.5 0. ],0
61,2,0.0,100.0,[0.5 0. ],0
61,3,0.0,100.0,[0.5 0. ],0
61,4,0.0,100.0,[0.5 0. ],0
61,5,0.0,100.0,[0.5 0. ],0
